	Kingdom	Phylum	Class	Order	Family	Genus	Species
69965	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	
1855823	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	canis
69967	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	equipercicus
2875764	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	armenti
69966	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	caseolyticus
198483	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	brunensis
69968	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	bovicus
1902580	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	epidermidis
1903056	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	bohemicus
2803850	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	
1296	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	sciuri
2962659	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	sp. Marseille-Q6498
42858	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	lentus
643214	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	stepanovicii
71237	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	vitulinus
227979	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	
946435	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	sp. ATCC 8456
2708346	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	sp. WY2
1461582	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	saudimassiliensis
407035	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	halodurans
489910	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	ampullae
1817405	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Abyssicoccus	albus
186818	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae		
1372	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	
2908840	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. 107-1
3058393	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. N022
3058394	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. N056
2058136	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. MB-3u-03
3058398	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. N016
1526927	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	sp. PAMC 21323
192421	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	maritimus
2233542	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	halotolerans
2213202	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	lenghuensis
1215089	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	halocryophilus
1302659	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	versutus
459472	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	glaciei
1499687	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	massiliensis
200991	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	rifietoensis
414778	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	donghaensis
1038856	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	plakortidis
161360	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	antarcticus
1598147	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus	faecalis
1569	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
3056445	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. 0.2-SM1T-5
2283194	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. PTS2304
2818390	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. Te-1
2810514	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. Marseille-Q4063
2942204	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. Marseille-Q4943
1930546	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. P37
2762563	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. resist
1930764	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	sp. P33
1571	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ureae
633404	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	thermotolerans
1474	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	pasteurii
298596	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ureilytica
1476	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	psychrophila
2779527	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Viridibacillus	sp. JNUCC-6
648800	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Solibacillus	
2912187	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Solibacillus	sp. ZS111008
2048654	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Solibacillus	sp. R5-41
76853	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Solibacillus	silvestris
648802	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	
2939494	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	sp. G93
241244	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	stabekisii
3049086	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia	sp. YJT4
1750719	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia	sp. 11kri321
1650	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia	zopfii
160795	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	
51173	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	thermosphaericus
367743	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Ureibacillus	thermophilus
1508404	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	malaysiensis
417367	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	antarctica
2320858	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	cavernae
186823	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae		
29330	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	
2931921	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	mengziensis
405212	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	acidocaldarius
2665646	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	sp. SO9
2796143	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	sp. ALC3
2606450	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	sp. TC
1457	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	cycloheptanicus
392011	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	fastidiosus
1450	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	acidoterrestris
1475485	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	dauci
432330	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	
1903704	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	avium
1214604	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	algifaecis
2743772	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Effusibacillus	dendaii
1129704	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	
33943	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	tusciae
2055160	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	spormannii
1637	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	
1639	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	monocytogenes
1641	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	grayi
1638	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	ivanovii
1642	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	innocua
1006155	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	weihenstephanensis
1497681	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	newyorkensis
1640	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	seeligeri
1844999	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	sp. PSOL-1
1643	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	welshimeri
529731	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	marthii
2756	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Brochothrix	thermosphacta
1378	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	
84135	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	sanguinis
2840371	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	sp. zg-570
1379	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	haemolysans
29391	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	morbillorum
33986	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	
2051906	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	sp. N4-1P
1399115	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Exiguobacterium	sp. MH3
2735868	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	sp. Helios
2829816	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	sp. PFWT01
1428684	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	alkaliphilum
41170	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	acetylicum
273528	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	marinum
340146	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	mexicanum
132920	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	antarcticum
332410	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	sibiricum
33987	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Exiguobacterium	aurantiacum
2866627	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales Family X. Incertae Sedis	Hydrogenibacillus	sp. N12
186824	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae		
714067	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	eburnea
1380685	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	pulmonis
1125966	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Polycladomyces	abyssicola
2490858	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Staphylospora	marina
37482	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	sacchari
2026	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	vulgaris
1471761	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	thermophilus
269673	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	terrae
3028315	Bacteria	Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	sp. KACC 23026
186826	Bacteria	Bacillota	Bacilli	Lactobacillales			
33958	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae		
2767887	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
1623	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	ruminis
1624	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	salivarius
1622	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	murinus
3050131	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	sp. BD7642
1601	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	agilis
89059	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	acidipiscis
1605	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	animalis
762833	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	faecis
228229	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	saerimneri
1578	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
2594495	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. PV034
2099788	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. CBA3605
2983210	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. ESL0680
2983213	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. ESL0684
2879107	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. IBH004
2695882	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. 3B(2020)
2983232	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. ESL0785
2993455	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. AMBV1719
2983208	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. ESL0677
2099789	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. CBA3606
2594494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. PV012
2983211	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. ESL0681
147802	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners
1584	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	delbrueckii
2269374	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	terrae
33959	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	johnsonii
267818	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	kefiranofaciens
1600	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acetotolerans
1587	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	helveticus
1579	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus
109790	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	jensenii
303541	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	apis
1596	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	gasseri
47770	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	crispatus
1218493	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	kullabergensis
151781	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	intestinalis
227945	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ultunensis
1604	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	amylovorus
508451	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	taiwanensis
2012495	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	panisapium
83683	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	amylolyticus
1218494	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	helsingborgensis
2107999	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	paragasseri
2742598	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	
1598	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	reuteri
104955	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	frumenti
97478	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	mucosae
1613	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	fermentum
1632	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	oris
1633	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	vaginalis
47493	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	panis
35787	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	pontis
2742601	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	portuensis
227942	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	gastricus
2759736	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	
1597	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	paracasei
47715	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	rhamnosus
88233	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	manihotivorans
3025672	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	sp. KACC 23028
171523	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	pantheris
2100821	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	chiayiensis
57037	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	zeae
46255	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	
1583	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	confusa
137591	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	cibaria
1249	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	paramesenteroides
1162633	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	diestrammenae
165096	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	koreensis
759620	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	ceti
1631871	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	jogaejeotgali
155866	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	soli
2714949	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	coleopterorum
1629	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	viridescens
1243	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
1244	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	gelidum
115778	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	gasicomitatum
1252	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	carnosum
1246	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	lactis
1245	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	mesenteroides
136609	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	kimchii
2698683	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	sp. MTCC 10508
979982	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	sp. C2
2766470	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	falkenbergense
33968	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	pseudomesenteroides
255248	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	garlicum
33964	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	citreum
2767842	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	
1589	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	pentosus
1590	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	plantarum
60520	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	paraplantarum
271881	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	argentoratensis
1253	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	
1255	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	pentosaceus
187452	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	claussenii
51663	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	damnosus
1254	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	acidilactici
114090	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	inopinatus
2767879	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	
1602	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	alimentarius
1007676	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	ginsenosidimutans
1847728	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	allii
938155	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	futsaii
2304606	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	zhachilii
1612	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	farciminis
83526	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	paralimentarius
2714036	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	pabuli
392416	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	crustorum
1074467	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	heilongjiangensis
2767890	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	
293371	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	oligofermentans
1193095	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	hokkaidonensis
1296540	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	nenjiangensis
2767888	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	
468911	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	hordei
1618	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	mali
82688	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	nagelii
2767886	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	
1580	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	brevis
267363	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	zymae
380393	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	namurensis
637971	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	koreensis
2292255	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	suantsaii
1588	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	hilgardii
1581	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	buchneri
1138822	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	curieae
2883998	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	laojiaonis
33962	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	kefiri
152331	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	parabuchneri
2767885	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
1599	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	sakei
28038	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	curvatus
60519	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	graminis
164393	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	fuchuensis
1607	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	bifermentans
